time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,nan
15.0,nan
16.0,0.0526315789473684
17.0,0.0728744939271255
18.0,0.0955165692007797
19.0,0.145748987854251
20.0,0.145748987854251
21.0,0.145748987854251
22.0,0.145748987854251
23.0,0.1678252234359483
24.0,0.1275167785234899
25.0,0.1275167785234899
26.0,0.1441647597254005
27.0,0.1553273427471117
28.0,0.1553273427471117
29.0,0.1553273427471117
30.0,0.1553273427471117
31.0,0.1553273427471117
32.0,0.1553273427471117
33.0,0.1553273427471117
34.0,0.1553273427471117
35.0,0.1553273427471117
36.0,0.1553273427471117
37.0,0.1981424148606811
38.0,0.1981424148606811
39.0,0.2204424103737605
40.0,0.2204424103737605
41.0,0.2204424103737605
42.0,0.2204424103737605
43.0,0.2204424103737605
44.0,0.2204424103737605
45.0,0.2204424103737605
46.0,0.1981424148606811
47.0,0.1981424148606811
48.0,0.1929824561403509
49.0,0.1929824561403509
50.0,0.1929824561403509
51.0,0.1929824561403509
52.0,0.1929824561403509
53.0,0.1929824561403509
54.0,0.1929824561403509
55.0,0.1929824561403509
56.0,0.1929824561403509
57.0,0.0947368421052632
58.0,0.0947368421052632
59.0,0.0947368421052632
60.0,0.1403508771929824
61.0,0.1403508771929824
62.0,0.1403508771929824
63.0,0.1375212224108659
64.0,0.1375212224108659
65.0,0.1644736842105264
66.0,0.1644736842105264
67.0,0.1644736842105264
68.0,0.1644736842105264
69.0,0.1644736842105264
70.0,0.1644736842105264
71.0,0.1644736842105264
72.0,0.1644736842105264
73.0,0.1644736842105264
74.0,0.1644736842105264
75.0,0.1644736842105264
76.0,0.1644736842105264
77.0,0.1644736842105264
78.0,0.1644736842105264
79.0,0.1644736842105264
80.0,0.1767478397486253
81.0,0.1611842105263158
82.0,0.1411862990810359
83.0,0.1937799043062201
84.0,0.1881188118811881
85.0,0.1881188118811881
86.0,0.1881188118811881
87.0,0.1881188118811881
88.0,0.2210526315789474
89.0,0.2210526315789474
90.0,0.2210526315789474
91.0,0.168421052631579
92.0,0.168421052631579
93.0,0.1537935748462065
94.0,0.1537935748462065
95.0,0.1357340720221606
96.0,0.1357340720221606
97.0,0.1357340720221606
98.0,0.1357340720221606
99.0,0.1537935748462065
100.0,0.1537935748462065
101.0,0.1357340720221606
102.0,0.1357340720221606
103.0,0.1357340720221606
104.0,0.1357340720221606
105.0,0.1185964912280702
106.0,0.1357340720221606
107.0,0.1411862990810359
108.0,0.0886426592797784
109.0,0.0886426592797784
110.0,0.0886426592797784
111.0,0.0886426592797784
112.0,0.0886426592797784
113.0,0.0886426592797784
114.0,0.0886426592797784
115.0,0.1093117408906882
116.0,0.131578947368421
117.0,0.131578947368421
118.0,0.147005444646098
119.0,0.1644736842105263
120.0,0.1644736842105263
121.0,0.1929824561403509
122.0,0.2054329371816638
123.0,0.2054329371816638
124.0,0.2054329371816638
125.0,0.3157894736842105
126.0,0.263157894736842
127.0,0.263157894736842
128.0,0.263157894736842
129.0,0.3157894736842105
130.0,0.3684210526315788
131.0,0.3684210526315788
132.0,0.3684210526315788
133.0,0.3684210526315788
134.0,0.3157894736842105
135.0,0.3157894736842105
136.0,0.3157894736842105
137.0,0.3684210526315788
138.0,0.2054329371816638
139.0,0.0919088766692852
140.0,0.0919088766692852
141.0,0.0965717044905842
142.0,0.0965717044905842
143.0,0.0965717044905842
144.0,0.0965717044905842
145.0,0.0965717044905842
146.0,0.1013444263579912
147.0,0.1013444263579912
148.0,0.1013444263579912
149.0,0.0804369414101291
150.0,0.1013444263579912
151.0,0.1013444263579912
152.0,0.1013444263579912
153.0,0.1013444263579912
154.0,0.0804369414101291
155.0,0.1059841384282624
156.0,0.1059841384282624
157.0,0.1059841384282624
158.0,0.2865497076023392
159.0,0.2865497076023392
160.0,0.3200568990042674
161.0,0.3200568990042674
162.0,0.3200568990042674
163.0,0.2796448953709575
164.0,0.2796448953709575
165.0,0.2796448953709575
166.0,0.2345679012345679
167.0,0.2345679012345679
168.0,0.2345679012345679
169.0,0.2345679012345679
170.0,0.2345679012345679
171.0,0.213157894736842
172.0,0.213157894736842
173.0,0.1925383077948035
174.0,0.1929824561403509
175.0,0.2204424103737604
176.0,0.2204424103737604
177.0,0.2436090225563909
178.0,0.2204424103737605
179.0,0.1981424148606811
180.0,0.1644736842105263
181.0,0.1644736842105263
182.0,0.1644736842105263
183.0,0.1644736842105263
184.0,0.1375212224108659
185.0,0.147005444646098
186.0,0.147005444646098
187.0,0.147005444646098
188.0,0.147005444646098
189.0,0.086356668369954
190.0,0.086356668369954
191.0,0.086356668369954
192.0,0.086356668369954
193.0,0.1203007518796993
194.0,0.1203007518796993
195.0,0.1375212224108659
196.0,0.1678252234359484
197.0,0.1678252234359484
198.0,0.1678252234359484
199.0,0.1910331384015594
200.0,0.215311004784689
201.0,0.215311004784689
202.0,0.2323049001814882
203.0,0.2323049001814882
204.0,0.1929824561403509
205.0,0.1754385964912282
206.0,0.1470054446460981
207.0,0.1470054446460981
208.0,0.1470054446460981
209.0,0.1470054446460981
210.0,0.1470054446460981
211.0,0.1470054446460981
212.0,0.1754385964912281
213.0,0.1754385964912281
214.0,0.1754385964912281
215.0,0.1754385964912281
216.0,0.1754385964912281
217.0,0.215311004784689
218.0,0.2865497076023391
219.0,0.3106546854942233
220.0,0.3106546854942233
221.0,0.2842105263157894
222.0,0.2668513388734994
223.0,0.2668513388734994
224.0,0.2865497076023391
225.0,0.2865497076023391
226.0,0.2768878718535469
227.0,0.2768878718535469
228.0,0.2051787222065861
229.0,0.2051787222065861
230.0,0.2021531100478469
231.0,0.236842105263158
232.0,0.236842105263158
233.0,0.236842105263158
234.0,0.236842105263158
235.0,0.236842105263158
